gene_ID	LHX5_PTC_baseMean	LHX5_PTC_log2FoldChange	LHX5_PTC_lfcSE	LHX5_PTC_stat	LHX5_PTC_pvalue	LHX5_PTC_padj	LHX5_PTC_n_zeros
ENSG00000229117	23700	-0.262	0.115	-2.27	0.0231	0.197	0
ENSG00000163875	1030	-0.101	0.0958	-1.06	0.29	0.567	0
ENSG00000127054	2070	-0.14	0.102	-1.37	0.17	0.44	0
ENSG00000060566	6.14	0.525	1.07	0.492	0.623		1
ENSG00000290440	48.9	-0.255	0.318	-0.802	0.423	0.677	0
ENSG00000136457	1.81	3.19	2.04	1.57	0.117		5
ENSG00000081051	61.4	-0.475	0.245	-1.94	0.0526	0.268	0
ENSG00000275897	1.6	-3.75	1.9	-1.97	0.0483		4
ENSG00000184388	25.1	0.213	0.644	0.331	0.741		0
ENSG00000291092	186	-0.0138	0.168	-0.0823	0.934	0.973	0
ENSG00000131507	2550	0.181	0.0954	1.9	0.0574	0.277	0
ENSG00000226067	290	-0.0864	0.181	-0.478	0.633	0.82	0
ENSG00000154945	3250	0.0433	0.0687	0.631	0.528	0.753	0
ENSG00000269680	5.23	0.906	0.944	0.96	0.337		1
ENSG00000262967	0.592	-1.46	3.09	-0.474	0.635		8
ENSG00000152147	526	0.117	0.117	1	0.317	0.59	0
ENSG00000172116	17.1	-0.0793	0.635	-0.125	0.901		0
ENSG00000131148	1260	-0.169	0.119	-1.42	0.156	0.427	0
ENSG00000108848	6150	-0.104	0.0822	-1.26	0.206	0.481	0
ENSG00000082269	2040	0.087	0.0923	0.942	0.346	0.617	0
ENSG00000172478	10.3	0.24	0.98	0.245	0.806		6
ENSG00000173714	3.27	-0.264	1.39	-0.19	0.849		4
ENSG00000213654	160	0.307	0.205	1.49	0.135	0.399	0
ENSG00000279636	0.561	1.4	2.9	0.483	0.629		8
ENSG00000141232	669	0.424	0.17	2.49	0.0126	0.161	0
ENSG00000285367	2.71	-1.01	1.51	-0.669	0.504		2
ENSG00000184530	0.36	-0.455	3.65	-0.124	0.901		9
ENSG00000243678	7190	-0.286	0.115	-2.5	0.0126	0.161	0
ENSG00000182154	500	0.0232	0.163	0.142	0.887	0.951	0
ENSG00000264895	93.2	0.148	0.271	0.546	0.585	0.79	0
ENSG00000011260	3000	-0.304	0.118	-2.59	0.0097	0.149	0
ENSG00000183479	13.2	0.00468	0.65	0.0072	0.994		0
ENSG00000255114	2.7	-0.149	1.68	-0.0888	0.929		4
ENSG00000267452	2.87	2.06	1.41	1.46	0.144		3
ENSG00000285939	5.13	-1.91	1.14	-1.67	0.0939		2
ENSG00000141198	1740	0.0305	0.131	0.233	0.816	0.918	0
ENSG00000115380	1080	0.00917	0.169	0.0543	0.957	0.982	0
ENSG00000166260	1320	0.0587	0.109	0.537	0.591	0.794	0
ENSG00000108960	1330	0.18	0.166	1.09	0.277	0.554	0
ENSG00000142507	2820	-0.29	0.105	-2.75	0.00597	0.128	0
ENSG00000166292	24.6	1.74	0.537	3.25	0.00117		0
ENSG00000153930	2.97	2.59	1.85	1.4	0.162		2
ENSG00000171310	774	0.243	0.179	1.36	0.175	0.446	0
ENSG00000183691	8.92	0.814	1.03	0.79	0.429		1
ENSG00000234284	222	-0.0486	0.173	-0.281	0.778	0.898	0
ENSG00000266357	1.57	2.86	2.07	1.38	0.167		3
ENSG00000153933	577	0.251	0.119	2.11	0.0348	0.223	0
ENSG00000226453	9.73	-0.278	0.586	-0.475	0.635		0
ENSG00000083844	1350	0.126	0.0868	1.45	0.148	0.417	0
ENSG00000287923	6.43	0.0236	0.835	0.0282	0.977		1
ENSG00000121058	1350	-0.28	0.116	-2.41	0.0158	0.172	0
ENSG00000134504	452	0.252	0.176	1.44	0.151	0.421	0
ENSG00000121064	1170	0.0172	0.103	0.168	0.867	0.941	0
ENSG00000173334	2990	-0.256	0.108	-2.36	0.0183	0.181	0
ENSG00000263120	8.77	1.13	0.667	1.7	0.0898		0
ENSG00000264672	1.03	-2.39	2.75	-0.867	0.386		8
ENSG00000121057	2110	-0.199	0.116	-1.71	0.0865	0.327	0
ENSG00000168060	41.7	-0.286	0.373	-0.767	0.443		0
ENSG00000142798	5130	-0.307	0.135	-2.28	0.0226	0.195	0
ENSG00000286732	0.937	-2.47	2.22	-1.11	0.265		6
ENSG00000185915	12.5	0.491	0.667	0.737	0.461		0
ENSG00000116688	4240	-0.0909	0.0751	-1.21	0.226	0.503	0
ENSG00000181610	1670	-0.235	0.104	-2.25	0.0247	0.201	0
ENSG00000107862	2890	0.0867	0.092	0.943	0.346	0.617	0
ENSG00000136451	3020	-0.0245	0.0952	-0.257	0.797	0.909	0
ENSG00000136450	23800	-0.137	0.0744	-1.84	0.0653	0.292	0
ENSG00000141194	29.5	0.765	0.545	1.4	0.16		0
ENSG00000278627	4.59	0.428	1.11	0.385	0.7		0
ENSG00000249532	6790	-0.0133	0.151	-0.0879	0.93	0.971	0
ENSG00000251301	0.906	1.73	2.4	0.721	0.471		6
ENSG00000011143	688	0.366	0.172	2.13	0.0333	0.221	0
ENSG00000167419	19.6	0.395	0.568	0.695	0.487		0
ENSG00000286788	20.1	0.262	0.508	0.516	0.606		0
ENSG00000152234	20600	-0.176	0.0912	-1.93	0.0541	0.271	0
ENSG00000005379	287	-0.0625	0.169	-0.37	0.712	0.865	0
ENSG00000213246	1730	-0.167	0.0961	-1.74	0.0818	0.32	0
ENSG00000176160	21.9	1.09	0.543	2.02	0.0438		0
ENSG00000245680	791	-0.0347	0.12	-0.29	0.772	0.896	0
ENSG00000108389	2080	0.2	0.131	1.53	0.126	0.386	0
ENSG00000289147	5.22	-0.798	0.93	-0.858	0.391		0
ENSG00000253251	121	0.0152	0.209	0.0724	0.942	0.977	0
ENSG00000168924	2280	-0.0857	0.114	-0.753	0.452	0.697	0
ENSG00000150401	791	-0.0455	0.125	-0.364	0.716	0.868	0
ENSG00000108387	234	-0.0371	0.216	-0.172	0.863	0.939	0
ENSG00000121101	91.4	-0.00492	0.255	-0.0193	0.985	0.993	0
ENSG00000290039	10.1	-3.28	1.2	-2.74	0.00624		2
ENSG00000215022	25	0.688	0.439	1.57	0.117		0
ENSG00000113638	426	0.565	0.233	2.42	0.0155	0.171	0
ENSG00000108384	555	-0.221	0.155	-1.43	0.153	0.424	0
ENSG00000112164	174	0.073	0.187	0.389	0.697	0.857	0
ENSG00000175175	953	0.2	0.12	1.67	0.095	0.341	0
ENSG00000267698	17.1	0.481	0.551	0.874	0.382		0
ENSG00000108395	4150	-0.104	0.0838	-1.25	0.213	0.487	0
ENSG00000224738	20.5	0.677	0.518	1.31	0.191		0
ENSG00000286011	2.45	3.13	1.98	1.58	0.114		4
ENSG00000165521	124	0.811	0.234	3.47	0.000525	0.0649	0
ENSG00000182628	1660	-0.0188	0.104	-0.181	0.856	0.936	0
ENSG00000172469	469	0.287	0.15	1.91	0.0565	0.276	0
ENSG00000172058	573	-0.326	0.181	-1.8	0.0724	0.306	0
ENSG00000068489	4020	0.176	0.111	1.59	0.112	0.365	0
ENSG00000184216	1970	-0.16	0.134	-1.2	0.23	0.508	0
ENSG00000164683	98.2	0.111	0.325	0.342	0.732	0.877	0
ENSG00000143375	2220	-0.126	0.113	-1.12	0.265	0.541	0
ENSG00000167447	1280	-0.245	0.11	-2.22	0.0263	0.203	0
ENSG00000124602	32.6	-0.0915	0.362	-0.253	0.801		0
ENSG00000186815	986	0.0592	0.124	0.479	0.632	0.82	0
ENSG00000153982	197	0.437	0.198	2.21	0.0271	0.205	0
ENSG00000055813	5.04	0.185	0.978	0.189	0.85		1
ENSG00000113732	1390	0.0671	0.11	0.608	0.543	0.763	0
ENSG00000271614	23.8	0.017	0.461	0.037	0.97		0
ENSG00000273702	36.5	-0.162	0.407	-0.398	0.691		0
ENSG00000249971	0.628	-1.42	3.04	-0.467	0.64		8
ENSG00000141378	1080	-0.447	0.148	-3.01	0.00261	0.101	0
ENSG00000185453	350	0.228	0.186	1.23	0.22	0.496	0
ENSG00000189050	181	0.054	0.191	0.282	0.778	0.898	0
ENSG00000267302	2.93	0.831	1.41	0.589	0.556		1
ENSG00000147439	426	-0.395	0.144	-2.74	0.0061	0.128	0
ENSG00000267416	0.655	0.0688	3.06	0.0225	0.982		9
ENSG00000166192	199	0.0976	0.186	0.526	0.599	0.8	0
ENSG00000267248	29.1	0.649	0.44	1.48	0.14		0
ENSG00000170832	4300	0.0121	0.0992	0.122	0.903	0.958	0
ENSG00000141376	793	-0.305	0.145	-2.1	0.036	0.227	0
ENSG00000291263	84.4	0.281	0.247	1.14	0.256	0.533	0
ENSG00000266412	4070	0.168	0.108	1.56	0.119	0.376	0
ENSG00000259762	2.37	1.34	1.27	1.05	0.292		2
ENSG00000266934	6.71	0.0201	0.774	0.026	0.979		1
ENSG00000289293	160	0.19	0.204	0.932	0.351	0.62	0
ENSG00000255129	8.25	-0.301	0.734	-0.41	0.682		0
ENSG00000267672	8.81	-0.177	0.869	-0.204	0.838		0
ENSG00000286314	24.7	0.624	0.506	1.23	0.218		0
ENSG00000087995	1420	0.0176	0.0889	0.198	0.843	0.931	0
ENSG00000146872	2540	-0.0892	0.0939	-0.95	0.342	0.614	0
ENSG00000175785	165	0.278	0.188	1.48	0.139	0.404	0
ENSG00000173838	9.11	2.65	1.06	2.5	0.0123		0
ENSG00000283538	1.27	1.76	2.38	0.742	0.458		6
ENSG00000170921	998	0.207	0.146	1.42	0.156	0.428	0
ENSG00000271933	1.29	1.73	2.12	0.819	0.413		5
ENSG00000237361	9.7	1.67	0.998	1.67	0.094		2
ENSG00000173826	36.8	-0.421	0.382	-1.1	0.27		0
ENSG00000111669	15500	-0.18	0.109	-1.65	0.098	0.345	0
ENSG00000102870	2070	-0.379	0.146	-2.59	0.0095	0.147	0
ENSG00000136485	6010	0.237	0.109	2.17	0.0297	0.21	0
ENSG00000136463	602	-0.0972	0.128	-0.761	0.447	0.694	0
ENSG00000198909	935	0.0994	0.133	0.749	0.454	0.698	0
ENSG00000266173	1320	-0.0645	0.11	-0.584	0.559	0.774	0
ENSG00000108588	4920	-0.132	0.103	-1.28	0.199	0.473	0
ENSG00000198231	8560	-0.162	0.102	-1.59	0.113	0.366	0
ENSG00000087191	4590	-0.272	0.108	-2.52	0.0119	0.158	0
ENSG00000188729	0.796	-0.536	2.98	-0.18	0.857		9
ENSG00000007312	21.8	-0.375	0.562	-0.667	0.505		0
ENSG00000007314	544	0.0117	0.138	0.0849	0.932	0.972	0
ENSG00000273987	4.08	0.106	1.09	0.0975	0.922		1
ENSG00000162869	702	0.048	0.103	0.465	0.642	0.826	0
ENSG00000264954	2.3	0.706	1.75	0.404	0.686		6
ENSG00000224383	21.9	0.805	0.549	1.47	0.142		0
ENSG00000235703	155	0.162	0.257	0.628	0.53	0.754	0
ENSG00000178607	213	0.425	0.226	1.88	0.0601	0.282	0
ENSG00000286629	0.653	-1.21	2.51	-0.483	0.629		7
ENSG00000289952	25.4	0.877	0.429	2.04	0.0412		0
ENSG00000266402	44	-0.107	0.519	-0.207	0.836	0.928	0
ENSG00000291233	9.19	-0.102	0.785	-0.13	0.896		0
ENSG00000136478	847	0.0948	0.11	0.864	0.388	0.652	0
ENSG00000261371	14.7	0.519	0.771	0.673	0.501		0
ENSG00000183960	154	0.471	0.251	1.88	0.0607	0.284	0
ENSG00000149761	265	-0.0716	0.171	-0.419	0.675	0.846	0
ENSG00000276957	1.04	0.404	2.46	0.164	0.87		6
ENSG00000256525	740	0.192	0.106	1.8	0.0715	0.304	0
ENSG00000258890	1660	-0.127	0.114	-1.11	0.265	0.541	0
ENSG00000108854	1620	-0.0662	0.1	-0.659	0.51	0.739	0
ENSG00000099901	8910	-0.343	0.111	-3.11	0.00189	0.0946	0
ENSG00000230368	3.65	0.402	1.11	0.363	0.716		1
ENSG00000226137	297	0.0721	0.18	0.401	0.689	0.854	0
ENSG00000185201	2160	-0.347	0.122	-2.83	0.0046	0.117	0
ENSG00000265943	1.24	-1.42	2.45	-0.58	0.562		6
ENSG00000145626	211	-0.0438	0.224	-0.196	0.845	0.932	0
ENSG00000291117	156	-0.0565	0.165	-0.341	0.733	0.877	0
ENSG00000100461	1780	-0.195	0.103	-1.9	0.0575	0.277	0
ENSG00000176809	256	0.458	0.184	2.48	0.013	0.162	0
ENSG00000087884	224	-0.235	0.183	-1.29	0.198	0.473	0
ENSG00000151360	0.571	-0.514	3.16	-0.163	0.871		9
ENSG00000168646	2010	-0.378	0.163	-2.32	0.0205	0.19	0
ENSG00000100949	208	-0.177	0.17	-1.04	0.297	0.573	0
ENSG00000006125	13700	-0.0633	0.0715	-0.886	0.376	0.641	0
ENSG00000154240	142	0.243	0.282	0.861	0.39	0.653	0
ENSG00000154229	917	-0.258	0.238	-1.08	0.278	0.555	0
ENSG00000139668	3610	-0.078	0.104	-0.747	0.455	0.7	0
ENSG00000289877	0.535	0.0091	3.38	0.00269	0.998		9
ENSG00000075461	134	-0.167	0.28	-0.597	0.551	0.769	0
ENSG00000223573	30.4	0.233	0.464	0.502	0.616		0
ENSG00000291031	6.87	-0.217	0.749	-0.29	0.772		6
ENSG00000140992	2070	0.00652	0.0825	0.0791	0.937	0.974	0
ENSG00000204628	34400	-0.246	0.107	-2.31	0.0207	0.19	0
ENSG00000198265	3870	0.322	0.106	3.03	0.00241	0.0993	0
ENSG00000039560	4770	-0.11	0.107	-1.03	0.305	0.579	0
ENSG00000285877	5.56	-0.404	0.968	-0.418	0.676		0
ENSG00000143839	0.786	-0.493	2.6	-0.189	0.85		6
ENSG00000269352	85.6	-0.208	0.238	-0.872	0.383	0.648	0
ENSG00000197170	4690	-0.0722	0.0854	-0.846	0.398	0.659	0
ENSG00000264754	2.41	2.29	1.34	1.71	0.0879		1
ENSG00000236064	4.48	-0.116	0.986	-0.118	0.906		0
ENSG00000112984	3380	0.129	0.118	1.09	0.277	0.554	0
ENSG00000178229	541	0.0111	0.128	0.0873	0.93	0.971	0
ENSG00000290599	7.54	1.14	0.9	1.26	0.206		1
ENSG00000171634	18500	-0.0733	0.117	-0.628	0.53	0.755	0
ENSG00000247315	3720	-0.365	0.12	-3.04	0.00237	0.099	0
ENSG00000186665	543	0.107	0.128	0.838	0.402	0.662	0
ENSG00000123213	9280	-0.0915	0.0747	-1.22	0.221	0.497	0
ENSG00000173588	919	0.0513	0.0918	0.559	0.576	0.785	0
ENSG00000182481	24000	-0.0273	0.0692	-0.394	0.693	0.856	0
ENSG00000278730	363	0.319	0.149	2.15	0.0319	0.216	0
ENSG00000079101	5.26	-0.48	0.854	-0.562	0.574		0
ENSG00000267731	0.999	-0.571	2.59	-0.22	0.826		8
ENSG00000196704	1440	-0.143	0.104	-1.38	0.169	0.439	0
ENSG00000174137	48.7	0.0351	0.316	0.111	0.912	0.963	0
ENSG00000290793	155	0.0786	0.169	0.465	0.642	0.826	0
ENSG00000108932	28.6	0.584	0.509	1.15	0.252		0
ENSG00000157514	374	-0.127	0.14	-0.913	0.361	0.63	0
ENSG00000108946	6730	0.141	0.062	2.27	0.023	0.197	0
ENSG00000140798	3.39	1.09	1.56	0.702	0.482		5
ENSG00000267659	0.674	0.971	2.96	0.328	0.743		8
ENSG00000112619	96.4	0.39	0.29	1.34	0.179	0.451	0
ENSG00000154263	1.25	-1.42	2.38	-0.597	0.551		5
ENSG00000144354	3150	0.111	0.0999	1.11	0.267	0.543	0
ENSG00000108984	4140	0.0842	0.137	0.615	0.538	0.76	0
ENSG00000197050	491	-0.125	0.132	-0.946	0.344	0.615	0
ENSG00000227517	0.726	-3.49	2.69	-1.29	0.195		8
ENSG00000255135	259	-0.238	0.227	-1.05	0.295	0.571	0
ENSG00000197566	132	0.253	0.228	1.11	0.268	0.544	0
ENSG00000233198	2.4	-1.43	1.6	-0.89	0.373		3
ENSG00000286387	0.921	-2.43	2.53	-0.963	0.335		7
ENSG00000183248	1270	-0.024	0.141	-0.17	0.865	0.94	0
ENSG00000228639	1.41	-3.41	2.09	-1.63	0.104		5
ENSG00000116001	4990	0.144	0.123	1.17	0.241	0.518	0
ENSG00000120896	1060	-0.181	0.165	-1.1	0.273	0.55	0
ENSG00000256124	43.1	-0.173	0.439	-0.394	0.693	0.856	0
ENSG00000259775	10.5	1.14	0.707	1.61	0.108		0
ENSG00000170734	359	0.0736	0.159	0.464	0.642	0.826	0
ENSG00000166546	3.72	-0.0705	1.22	-0.0579	0.954		0
ENSG00000227036	48.2	0.213	0.385	0.555	0.579	0.787	0
ENSG00000269937	642	-0.119	0.113	-1.05	0.292	0.568	0
ENSG00000180616	492	-0.755	0.456	-1.65	0.098	0.345	0
ENSG00000277728	9.1	-0.00376	0.62	-0.00607	0.995		0
ENSG00000173338	2.48	1.19	1.86	0.64	0.522		4
ENSG00000179604	818	-0.0246	0.162	-0.152	0.879	0.947	0
ENSG00000240053	562	-0.307	0.163	-1.88	0.0599	0.282	0
ENSG00000069188	1530	-0.463	0.322	-1.44	0.15	0.42	0
ENSG00000159917	334	-0.0442	0.138	-0.321	0.748	0.885	0
ENSG00000071282	475	0.0881	0.272	0.324	0.746	0.884	0
ENSG00000172809	8990	-0.287	0.0956	-3	0.00271	0.101	0
ENSG00000246731	4.36	0.0226	1.28	0.0177	0.986		1
ENSG00000171595	3.35	2.69	1.32	2.03	0.042		1
ENSG00000204347	131	-0.0672	0.383	-0.176	0.861	0.938	0
ENSG00000257008	1.19	0.0157	2.03	0.00775	0.994		5
ENSG00000132475	17200	-0.0938	0.0778	-1.21	0.228	0.505	0
ENSG00000170412	220	0.00919	0.205	0.0448	0.964	0.985	0
ENSG00000172794	170	0.0693	0.294	0.236	0.814	0.917	0
ENSG00000109066	622	-0.266	0.188	-1.41	0.157	0.43	0
ENSG00000215045	63.1	0.35	0.32	1.09	0.275	0.552	0
ENSG00000161509	5.51	-0.476	0.978	-0.487	0.626		0
ENSG00000125869	87.3	-0.674	0.361	-1.87	0.0621	0.287	0
ENSG00000161513	420	0.0271	0.184	0.148	0.883	0.949	0
ENSG00000182040	33.7	0.289	0.48	0.601	0.548		0
ENSG00000180901	2220	-0.198	0.113	-1.75	0.0793	0.317	0
ENSG00000237515	2000	-0.328	0.23	-1.43	0.154	0.425	0
ENSG00000167863	4260	-0.0957	0.0935	-1.02	0.306	0.58	0
ENSG00000170190	159	0.096	0.197	0.488	0.626	0.816	0
ENSG00000006638	13.7	1.51	0.733	2.06	0.0397		0
ENSG00000125449	393	-0.0746	0.152	-0.491	0.623	0.814	0
ENSG00000103035	4580	-0.109	0.0769	-1.42	0.155	0.427	0
ENSG00000160888	2840	-0.523	0.163	-3.2	0.00137	0.0853	0
ENSG00000125458	470	-0.386	0.189	-2.05	0.0406	0.238	0
ENSG00000108828	9530	-0.147	0.108	-1.36	0.173	0.444	0
ENSG00000265800	13.4	1.15	0.599	1.92	0.0544		0
ENSG00000268536	0.631	-1.42	3.3	-0.429	0.668		9
ENSG00000230124	1640	-0.194	0.088	-2.2	0.0279	0.207	0
ENSG00000263786	53.4	0.794	0.354	2.24	0.025	0.201	0
ENSG00000237667	0.559	0.971	3.08	0.315	0.753		8
ENSG00000256197	0.997	-0.578	2.59	-0.223	0.823		7
ENSG00000177728	1640	-0.0572	0.126	-0.453	0.651	0.832	0
ENSG00000182173	538	-0.051	0.141	-0.362	0.717	0.868	0
ENSG00000266714	259	0.211	0.164	1.28	0.199	0.473	0
ENSG00000108469	992	0.0829	0.0958	0.865	0.387	0.651	0
ENSG00000203727	6.4	-0.409	1.01	-0.406	0.685		1
ENSG00000231881	0.929	0.984	2.27	0.434	0.665		4
ENSG00000130304	297	-0.115	0.208	-0.553	0.581	0.787	0
ENSG00000267342	0.78	-1.42	3.03	-0.468	0.64		9
ENSG00000177406	73.3	0.884	0.267	3.31	0.000944	0.079	0
ENSG00000257949	172	-0.278	0.228	-1.22	0.223	0.499	0
ENSG00000186919	10.3	-0.355	0.746	-0.476	0.634		0
ENSG00000232040	320	0.445	0.192	2.32	0.0204	0.19	0
ENSG00000245322	12.9	1.12	0.605	1.85	0.065		0
ENSG00000277969	4.15	-0.404	1.11	-0.364	0.716		1
ENSG00000129654	33.7	0.202	0.496	0.408	0.683		0
ENSG00000158941	5460	-0.22	0.0993	-2.22	0.0267	0.204	0
ENSG00000169116	375	0.241	0.193	1.25	0.212	0.486	0
ENSG00000185262	327	0.112	0.154	0.724	0.469	0.71	0
ENSG00000161542	1080	-0.00318	0.0985	-0.0323	0.974	0.99	0
ENSG00000256232	27.3	-0.657	0.459	-1.43	0.152		0
ENSG00000267898	7.35	-1.68	1.05	-1.61	0.108		1
ENSG00000161544	86.7	0.0401	0.25	0.16	0.873	0.944	0
ENSG00000213694	463	0.269	0.252	1.07	0.286	0.563	0
ENSG00000284024	1570	-0.0778	0.113	-0.69	0.49	0.724	0
ENSG00000214140	13.1	0.0942	0.618	0.152	0.879		0
ENSG00000269397	35.6	0.937	0.474	1.98	0.0481		0
ENSG00000198837	2110	-0.151	0.105	-1.44	0.149	0.419	0
ENSG00000171298	1910	-0.226	0.133	-1.7	0.0892	0.332	0
ENSG00000284526	8.01	1.1	0.879	1.25	0.212		0
ENSG00000173013	17.2	-0.186	0.573	-0.324	0.746		0
ENSG00000070731	3.89	6.54	2.12	3.09	0.00201		7
ENSG00000267078	2.32	-1.46	1.55	-0.942	0.346		3
ENSG00000125967	250	-0.125	0.219	-0.568	0.57	0.781	0
ENSG00000162669	106	0.187	0.207	0.904	0.366	0.633	0
ENSG00000162959	1150	-0.0422	0.104	-0.407	0.684	0.85	0
ENSG00000289396	69.7	0.546	0.325	1.68	0.0929	0.338	0
ENSG00000182534	1070	0.0177	0.0877	0.201	0.84	0.93	0
ENSG00000070495	502	-0.291	0.149	-1.96	0.0505	0.264	0
ENSG00000290011	14.4	-0.019	0.674	-0.0283	0.977		0
ENSG00000260600	1.77	-1.6	1.74	-0.916	0.36		5
ENSG00000287836	3.47	-1.03	1.21	-0.85	0.396		0
ENSG00000224292	2	-3.32	1.99	-1.67	0.0952		5
ENSG00000267506	27.2	-0.88	0.452	-1.95	0.0513		0
ENSG00000286534	13.7	-0.0698	0.546	-0.128	0.898		0
ENSG00000285535	0.736	0.00911	2.89	0.00316	0.997		8
ENSG00000078687	2230	0.135	0.122	1.11	0.269	0.545	0
ENSG00000141524	802	-0.149	0.144	-1.04	0.298	0.574	0
ENSG00000167895	16.7	-0.266	0.546	-0.488	0.626		0
ENSG00000278907	6.88	-0.0397	0.805	-0.0493	0.961		0
ENSG00000225973	116	0.376	0.207	1.82	0.0691	0.3	0
ENSG00000167900	1330	-0.172	0.1	-1.72	0.0861	0.326	0
ENSG00000151729	1060	-0.108	0.116	-0.929	0.353	0.622	0
ENSG00000184557	242	-0.319	0.228	-1.4	0.161	0.433	0
ENSG00000290944	1.34	-1.51	2.23	-0.678	0.498		5
ENSG00000266970	8.52	-0.9	0.853	-1.06	0.291		0
ENSG00000187775	46.6	0.415	0.288	1.44	0.15	0.42	0
ENSG00000267432	51.1	0.09	0.343	0.262	0.793	0.906	0
ENSG00000145723	279	0.351	0.179	1.96	0.0501	0.262	0
ENSG00000287539	7.63	0.45	0.763	0.59	0.555		0
ENSG00000108679	1560	-0.249	0.186	-1.33	0.182	0.454	0
ENSG00000169679	7780	0.0968	0.107	0.906	0.365	0.633	0
ENSG00000167281	340	-0.278	0.237	-1.17	0.24	0.518	0
ENSG00000181019	1280	-0.218	0.116	-1.87	0.0611	0.285	0
ENSG00000267719	5.54	-1.73	0.992	-1.75	0.0805		1
ENSG00000289629	7.73	-0.316	1.16	-0.273	0.785		1
ENSG00000171223	94.6	0.124	0.323	0.383	0.702	0.859	0
ENSG00000173894	4370	-0.194	0.113	-1.72	0.0856	0.325	0
ENSG00000125740	31.1	-0.0981	0.485	-0.202	0.84		0
ENSG00000141570	50.7	0.198	0.343	0.577	0.564	0.778	0
ENSG00000253807	1.98	0.541	1.32	0.409	0.682		2
ENSG00000143742	13600	0.118	0.0953	1.24	0.216	0.491	0
ENSG00000104892	36.6	-0.0158	0.402	-0.0392	0.969		0
ENSG00000239945	2.27	-1.13	3.49	-0.324	0.746		8
ENSG00000275489	0.581	0.0091	3.34	0.00273	0.998		9
ENSG00000197769	31.1	0.723	0.44	1.64	0.1		0
ENSG00000196453	611	-0.00681	0.134	-0.051	0.959	0.983	0
ENSG00000262772	2.38	-2.13	1.84	-1.15	0.249		5
ENSG00000262585	2.61	-0.596	1.19	-0.499	0.618		2
ENSG00000167291	9510	0.0877	0.092	0.953	0.34	0.612	0
ENSG00000155016	437	0.115	0.134	0.863	0.388	0.652	0
ENSG00000114850	6530	0.0548	0.0717	0.764	0.445	0.692	0
ENSG00000262172	8.04	1.94	0.79	2.46	0.0141		0
ENSG00000255310	549	0.255	0.132	1.93	0.053	0.269	0
ENSG00000141519	192	-0.0429	0.204	-0.211	0.833	0.926	0
ENSG00000141527	10.5	-0.0588	0.632	-0.093	0.926		0
ENSG00000219665	330	-0.44	0.193	-2.28	0.0228	0.197	0
ENSG00000143324	3790	-0.186	0.122	-1.53	0.127	0.387	0
ENSG00000276863	0.851	1.76	2.86	0.617	0.537		8
ENSG00000263069	21.4	-0.634	0.545	-1.16	0.245		0
ENSG00000260369	7.53	0.0852	0.738	0.115	0.908		3
ENSG00000171246	369	0.376	0.266	1.41	0.158	0.43	0
ENSG00000251455	6.08	-0.551	0.888	-0.621	0.535		0
ENSG00000198453	669	-0.0485	0.146	-0.332	0.74	0.881	0
ENSG00000141564	1730	-0.0811	0.0885	-0.917	0.359	0.627	0
ENSG00000123500	0.754	-1.42	2.87	-0.496	0.62		8
ENSG00000153714	4.03	1	1.22	0.821	0.412		2
ENSG00000151693	1470	0.02	0.123	0.163	0.871	0.943	0
ENSG00000273402	0.571	0.383	3.03	0.126	0.9		8
ENSG00000157637	1520	0.15	0.132	1.13	0.257	0.533	0
ENSG00000272431	0.962	1.03	2.36	0.435	0.664		6
ENSG00000185168	1.6	-2.82	1.96	-1.44	0.149		6
ENSG00000256364	15.6	0.521	0.583	0.893	0.372		0
ENSG00000287431	43	-0.168	0.525	-0.32	0.749	0.886	0
ENSG00000136146	1580	0.0558	0.0872	0.64	0.522	0.749	0
ENSG00000180176	0.989	-1.04	2.16	-0.48	0.631		6
ENSG00000171126	375	0.0678	0.158	0.429	0.668	0.842	0
ENSG00000162073	599	0.191	0.182	1.05	0.292	0.567	0
ENSG00000262223	4.6	-1.56	1.56	-1	0.317		3
ENSG00000197020	1750	0.287	0.114	2.52	0.0117	0.158	0
ENSG00000262877	18.1	-0.101	0.473	-0.214	0.831		0
ENSG00000088543	162	0.358	0.194	1.84	0.0656	0.293	0
ENSG00000229848	1.19	1.44	2.31	0.624	0.533		5
ENSG00000185504	870	-0.203	0.148	-1.37	0.172	0.441	0
ENSG00000272323	8.46	3.6	1.56	2.3	0.0213		2
ENSG00000182446	4050	0.00357	0.0747	0.0478	0.962	0.984	0
ENSG00000185298	1200	-0.352	0.143	-2.47	0.0136	0.163	0
ENSG00000136830	1530	-0.0556	0.141	-0.394	0.693	0.856	0
ENSG00000214087	766	-0.29	0.118	-2.45	0.0144	0.166	0
ENSG00000178199	1.94	-0.884	1.64	-0.539	0.59		4
ENSG00000275902	15.3	-0.379	0.542	-0.698	0.485		0
ENSG00000262049	102	-0.0877	0.258	-0.34	0.734	0.877	0
ENSG00000290856	48	0.0582	0.305	0.191	0.849	0.933	0
ENSG00000183048	348	-0.0781	0.157	-0.497	0.619	0.812	0
ENSG00000226979	0.751	2.45	3.36	0.728	0.467		10
ENSG00000122861	900	-0.187	0.173	-1.08	0.28	0.557	0
ENSG00000173960	1340	0.0535	0.0894	0.598	0.55	0.768	0
ENSG00000260314	8.08	0.299	0.892	0.335	0.738		1
ENSG00000182676	1.33	3.45	2.13	1.62	0.105		5
