gene_ID	day_4_vs_day_2_baseMean	day_4_vs_day_2_log2FoldChange	day_4_vs_day_2_lfcSE	day_4_vs_day_2_stat	day_4_vs_day_2_pvalue	day_4_vs_day_2_padj	day_4_vs_day_2_n_zeros
ENSG00000165338	538	0.0194	0.15	0.129	0.897	0.961	0
ENSG00000065675	421	0.0687	0.156	0.44	0.66	0.853	0
ENSG00000186594	55.4	-1.25	0.39	-3.21	0.00135	0.0139	0
ENSG00000126457	7790	-0.0722	0.118	-0.609	0.542	0.779	0
ENSG00000253304	30.7	-0.0187	0.437	-0.0427	0.966	0.988	0
ENSG00000270696	10.7	1.53	0.983	1.56	0.119	0.343	1
ENSG00000070444	712	-0.11	0.133	-0.825	0.409	0.681	0
ENSG00000270820	25.1	0.0195	0.494	0.0395	0.968	0.989	0
ENSG00000105568	5670	-0.077	0.132	-0.586	0.558	0.788	0
ENSG00000286019	148	0.512	0.256	2	0.0452	0.185	0
ENSG00000116251	17200	0.0851	0.157	0.543	0.587	0.807	0
ENSG00000155034	809	-0.241	0.144	-1.67	0.0955	0.299	0
ENSG00000102287	133	-0.669	0.269	-2.48	0.0131	0.077	0
ENSG00000289555	8.54	-0.244	0.98	-0.249	0.804	0.924	0
ENSG00000061936	1630	0.0776	0.133	0.583	0.56	0.79	0
ENSG00000181284	88.8	-0.204	0.269	-0.759	0.448	0.71	0
ENSG00000162695	1380	-0.141	0.137	-1.03	0.301	0.581	0
ENSG00000157216	2780	-0.127	0.1	-1.27	0.205	0.468	0
ENSG00000281880	1.38	-0.437	1.98	-0.221	0.825		0
ENSG00000151715	1.11	-1.99	2.37	-0.84	0.401		2
ENSG00000158710	1360	0.16	0.15	1.07	0.284	0.562	0
ENSG00000148702	1.55	2.39	2.13	1.12	0.263		2
ENSG00000291069	549	0.211	0.207	1.02	0.309	0.589	0
ENSG00000132763	273	-0.153	0.174	-0.877	0.38	0.656	0
ENSG00000290531	10.6	0.611	0.733	0.834	0.404	0.677	0
ENSG00000263590	2.2	0.0721	1.95	0.037	0.97		2
ENSG00000161395	147	0.251	0.222	1.13	0.257	0.533	0
ENSG00000188177	1110	0.821	0.131	6.28	3.34e-10	2.06e-08	0
ENSG00000237457	2.52	0.646	1.47	0.439	0.661		1
ENSG00000231908	18.5	-0.0385	0.595	-0.0648	0.948	0.981	0
ENSG00000198879	761	-0.0167	0.146	-0.114	0.909	0.965	0
ENSG00000274251	1.94	-0.26	1.81	-0.144	0.886		1
ENSG00000167962	1060	-0.158	0.134	-1.18	0.238	0.51	0
ENSG00000031698	2530	0.107	0.146	0.729	0.466	0.724	0
ENSG00000250742	1.15	0.412	2.37	0.174	0.862		2
ENSG00000170581	1220	0.281	0.118	2.38	0.0174	0.0957	0
ENSG00000027644	1.39	0.375	2.07	0.182	0.856		1
ENSG00000152464	724	-0.0244	0.127	-0.192	0.848	0.942	0
ENSG00000166262	95.6	0.439	0.264	1.67	0.0959	0.3	0
ENSG00000162851	631	-0.272	0.162	-1.68	0.0926	0.293	0
ENSG00000101363	632	-0.126	0.145	-0.866	0.386	0.662	0
ENSG00000111218	45.9	0.325	0.385	0.844	0.399	0.672	0
ENSG00000259692	308	0.781	0.256	3.05	0.00231	0.0211	0
ENSG00000107223	4890	-0.0971	0.182	-0.533	0.594	0.811	0
ENSG00000258317	1.42	1.4	2.21	0.635	0.525		2
ENSG00000081985	225	-0.0394	0.181	-0.217	0.828	0.934	0
ENSG00000229847	5.75	3.15	1.16	2.72	0.0066		0
ENSG00000162384	754	0.241	0.144	1.68	0.0934	0.295	0
ENSG00000168306	11.8	0.922	0.721	1.28	0.201	0.463	0
ENSG00000157184	581	-0.12	0.141	-0.853	0.394	0.668	0
ENSG00000178096	124	0.0131	0.239	0.0551	0.956	0.983	0
ENSG00000246090	169	-0.281	0.219	-1.28	0.2	0.462	0
ENSG00000163348	1090	-0.00203	0.114	-0.0178	0.986	0.994	0
ENSG00000116157	262	0.224	0.203	1.1	0.271	0.547	0
ENSG00000137273	3.18	1.27	1.31	0.971	0.332		0
ENSG00000173848	2550	-0.124	0.106	-1.16	0.245	0.517	0
ENSG00000188596	13.8	0.197	0.68	0.289	0.772	0.907	0
ENSG00000110092	7920	-0.284	0.115	-2.47	0.0135	0.0791	0
ENSG00000234277	59.5	0.235	0.362	0.649	0.516	0.76	0
ENSG00000129455	42.4	0.687	0.383	1.79	0.0729	0.251	0
ENSG00000085840	1860	-0.376	0.12	-3.13	0.00177	0.0173	0
ENSG00000287387	8.29	-0.258	0.81	-0.318	0.751	0.896	0
ENSG00000130224	388	-0.317	0.153	-2.07	0.0385	0.165	0
ENSG00000287078	1.73	-1.31	2.01	-0.651	0.515		1
ENSG00000173599	571	0.0734	0.156	0.472	0.637	0.837	0
ENSG00000070808	5.63	0.757	1.23	0.613	0.54		1
ENSG00000291207	409	0.136	0.168	0.811	0.418	0.688	0
ENSG00000177106	388	0.0933	0.189	0.495	0.621	0.827	0
ENSG00000228192	34.4	-0.295	0.424	-0.695	0.487	0.739	0
ENSG00000187079	5310	0.151	0.123	1.23	0.22	0.487	0
ENSG00000215915	67.5	0.0938	0.353	0.266	0.791	0.916	0
ENSG00000248927	21.1	-0.488	0.517	-0.945	0.344	0.622	0
ENSG00000163449	193	0.577	0.222	2.6	0.00925	0.0602	0
ENSG00000277288	2.52	-0.422	1.62	-0.26	0.795		1
ENSG00000289630	1.96	-0.863	1.93	-0.448	0.654		2
ENSG00000188611	43	-0.434	0.412	-1.05	0.292	0.571	0
ENSG00000154930	20.9	-1.72	0.57	-3.01	0.00259	0.0231	0
ENSG00000157077	2260	-0.0218	0.121	-0.18	0.857	0.947	0
ENSG00000154511	109	-0.353	0.262	-1.35	0.178	0.43	0
ENSG00000139977	1300	-0.00676	0.113	-0.0598	0.952	0.982	0
ENSG00000291179	26.1	-0.125	0.465	-0.268	0.789	0.915	0
ENSG00000117859	2800	0.0659	0.112	0.587	0.557	0.787	0
ENSG00000290453	138	0.274	0.302	0.908	0.364	0.641	0
ENSG00000289166	4.74	-1.36	1.12	-1.21	0.228		0
ENSG00000139209	156	0.586	0.211	2.78	0.00552	0.0413	0
ENSG00000169045	18500	-0.207	0.0967	-2.14	0.032	0.146	0
ENSG00000196371	126	-0.0229	0.24	-0.0955	0.924	0.972	0
ENSG00000137393	151	-1.07	0.255	-4.18	2.85e-05	0.000566	0
ENSG00000112183	81.3	1.98	0.331	5.97	2.4e-09	1.29e-07	0
ENSG00000158113	5.27	0.191	1.23	0.156	0.876		1
ENSG00000273063	1.44	0.756	1.92	0.394	0.694		1
ENSG00000274270	19.1	-0.0675	0.653	-0.103	0.918	0.969	0
ENSG00000111305	5.91	-1.83	1.09	-1.67	0.094		1
ENSG00000127526	885	-0.0458	0.124	-0.369	0.712	0.877	0
ENSG00000189221	186	0.122	0.196	0.622	0.534	0.773	0
ENSG00000230798	275	-2.13	0.222	-9.62	6.66e-22	1.49e-19	0
ENSG00000262919	178	-0.131	0.208	-0.63	0.528	0.769	0
ENSG00000289469	53.7	-0.0871	0.355	-0.245	0.806	0.925	0
ENSG00000287760	5.35	-0.568	1.03	-0.549	0.583		0
ENSG00000103196	150	0.72	0.224	3.22	0.0013	0.0136	0
ENSG00000175376	457	-0.091	0.151	-0.604	0.546	0.781	0
ENSG00000198515	40.8	-0.0391	0.383	-0.102	0.919	0.969	0
ENSG00000065717	24.1	0.0343	0.527	0.065	0.948	0.981	0
ENSG00000162510	1.63	0.17	1.93	0.0884	0.93		1
ENSG00000163435	734	-0.194	0.164	-1.18	0.238	0.509	0
ENSG00000155506	14000	-0.303	0.0951	-3.18	0.00146	0.0149	0
ENSG00000184471	0.85	0.391	2.5	0.156	0.876		1
ENSG00000135245	810	-0.0665	0.131	-0.508	0.611	0.821	0
ENSG00000179988	228	0.507	0.188	2.69	0.00708	0.0496	0
ENSG00000287901	6.78	1.73	1.08	1.61	0.108		0
ENSG00000110330	1150	0.148	0.123	1.21	0.227	0.496	0
ENSG00000144182	201	-0.0253	0.2	-0.127	0.899	0.961	0
ENSG00000011258	3330	-0.137	0.104	-1.32	0.188	0.446	0
ENSG00000106328	11.6	-1.17	0.74	-1.57	0.115	0.336	0
ENSG00000173762	14.9	0.438	0.625	0.7	0.484	0.736	0
ENSG00000272933	5.95	-0.488	0.952	-0.512	0.608		0
ENSG00000163053	165	0.947	0.212	4.47	7.98e-06	0.000186	0
ENSG00000260593	2.7	0.231	1.43	0.162	0.871		0
ENSG00000136938	1990	0.296	0.114	2.6	0.0093	0.0604	0
ENSG00000174705	3830	-0.124	0.108	-1.15	0.251	0.526	0
ENSG00000255139	3.61	0.756	1.32	0.573	0.566		0
ENSG00000229282	2.03	-0.0866	1.75	-0.0495	0.961		1
ENSG00000113916	307	0.149	0.187	0.799	0.424	0.693	0
ENSG00000121743	12.7	-0.159	0.674	-0.236	0.813	0.928	0
ENSG00000137962	488	0.83	0.163	5.09	3.6e-07	1.2e-05	0
ENSG00000149260	343	-0.115	0.157	-0.733	0.463	0.723	0
ENSG00000259091	1.79	-2.24	2.03	-1.11	0.268		1
ENSG00000150991	10500	0.245	0.127	1.93	0.0537	0.207	0
ENSG00000174744	960	-0.3	0.168	-1.78	0.0749	0.256	0
ENSG00000227373	3.63	0.713	1.23	0.58	0.562		0
ENSG00000173597	1.36	1.66	2.05	0.807	0.42		1
ENSG00000137960	38.4	-0.708	0.405	-1.75	0.08	0.267	0
ENSG00000153066	260	-0.193	0.177	-1.09	0.276	0.553	0
ENSG00000221949	4.69	0.339	1.19	0.286	0.775		0
ENSG00000196890	1100	-0.802	0.36	-2.23	0.0257	0.126	0
ENSG00000235863	57.8	0.128	0.324	0.395	0.693	0.869	0
ENSG00000162460	5.12	0.897	1.15	0.78	0.436		0
ENSG00000138688	5720	0.17	0.104	1.63	0.103	0.312	0
ENSG00000117400	22.7	1.92	0.528	3.64	0.000269	0.00385	0
ENSG00000104490	48.5	0.733	0.36	2.04	0.0415	0.175	0
ENSG00000102547	366	0.379	0.178	2.12	0.0338	0.152	0
ENSG00000205981	1140	-0.196	0.167	-1.17	0.241	0.512	0
ENSG00000118200	3730	-0.0596	0.102	-0.584	0.559	0.789	0
ENSG00000290735	5.42	-1.72	1.09	-1.58	0.113		0
ENSG00000278022	20.3	-0.141	0.581	-0.243	0.808	0.925	0
ENSG00000167524	544	-0.0743	0.235	-0.317	0.752	0.896	0
ENSG00000287248	42.5	0.978	0.418	2.34	0.0194	0.104	0
ENSG00000158828	763	-0.111	0.146	-0.76	0.447	0.71	0
ENSG00000125726	10.6	0.206	0.737	0.279	0.78	0.91	0
ENSG00000215244	35.7	1.19	0.563	2.11	0.035	0.155	0
ENSG00000177606	368	-0.849	0.258	-3.29	0.000986	0.0109	0
ENSG00000198561	14400	-0.0245	0.113	-0.217	0.828	0.934	0
ENSG00000197587	61	1.16	0.361	3.21	0.00134	0.0138	0
ENSG00000261373	93.9	-0.855	0.273	-3.13	0.00172	0.0169	0
ENSG00000286409	4.09	1.05	1.31	0.798	0.425		1
ENSG00000224810	4.53	-0.763	1.18	-0.648	0.517		0
ENSG00000135862	5910	0.247	0.117	2.12	0.034	0.152	0
ENSG00000291128	7.26	0.632	0.845	0.747	0.455		0
ENSG00000090432	417	-0.189	0.159	-1.19	0.234	0.505	0
ENSG00000105143	324	0.0224	0.164	0.137	0.891	0.958	0
ENSG00000117154	100	1	0.285	3.52	0.000432	0.00561	0
ENSG00000132740	602	-0.107	0.149	-0.717	0.474	0.729	0
ENSG00000255856	7.53	0.516	0.911	0.566	0.571		0
ENSG00000269570	0.824	0.631	2.66	0.237	0.812		2
ENSG00000205090	44.3	0.137	0.392	0.349	0.727	0.885	0
ENSG00000162994	244	0.309	0.229	1.35	0.177	0.428	0
ENSG00000289074	34.1	0.29	0.432	0.671	0.502	0.75	0
ENSG00000089127	4.98	-0.438	1.06	-0.412	0.681		0
ENSG00000225234	1.66	0.0392	1.89	0.0207	0.983		1
ENSG00000163527	5990	-0.072	0.117	-0.614	0.539	0.776	0
ENSG00000245556	125	0.0703	0.263	0.267	0.789	0.915	0
ENSG00000122218	5190	0.0289	0.103	0.28	0.779	0.91	0
ENSG00000205899	7.24	1.01	0.861	1.17	0.242		0
ENSG00000164932	29.1	0.221	0.452	0.489	0.625	0.83	0
ENSG00000198919	2560	0.205	0.11	1.87	0.0616	0.226	0
ENSG00000162620	24.7	0.697	0.493	1.41	0.157	0.403	0
ENSG00000174332	20.5	0.421	0.565	0.745	0.456	0.717	0
ENSG00000105254	2000	0.0751	0.122	0.614	0.539	0.776	0
ENSG00000178764	1110	-0.268	0.12	-2.23	0.0256	0.125	0
ENSG00000035862	862	-0.0746	0.123	-0.608	0.543	0.779	0
ENSG00000111339	1.15	-1.63	2.45	-0.665	0.506		2
ENSG00000099942	5260	-0.0305	0.104	-0.292	0.77	0.905	0
ENSG00000183844	21.3	-0.64	0.55	-1.16	0.245	0.517	0
ENSG00000162819	1230	-0.274	0.118	-2.32	0.0206	0.108	0
ENSG00000271601	23	0.743	0.511	1.45	0.146	0.386	0
ENSG00000170632	1120	-0.121	0.136	-0.89	0.373	0.65	0
ENSG00000139926	604	0.241	0.156	1.55	0.122	0.347	0
ENSG00000167635	8470	-0.0178	0.113	-0.158	0.874	0.954	0
ENSG00000185847	425	-0.491	0.189	-2.61	0.00913	0.0597	0
ENSG00000224965	1.46	0.0548	1.93	0.0284	0.977		1
ENSG00000291047	338	0.46	0.246	1.87	0.0611	0.224	0
ENSG00000166166	219	-0.655	0.187	-3.5	0.000471	0.00602	0
ENSG00000125746	259	0.825	0.19	4.35	1.35e-05	0.000295	0
ENSG00000290192	1.24	1.73	2.24	0.769	0.442		2
ENSG00000205559	81.5	0.021	0.305	0.069	0.945	0.979	0
ENSG00000172380	798	0.633	0.137	4.64	3.55e-06	9.16e-05	0
ENSG00000160051	198	-0.0651	0.189	-0.344	0.731	0.886	0
ENSG00000272033	154	0.2	0.307	0.652	0.514	0.758	0
ENSG00000179750	121	-1.08	0.27	-4	6.29e-05	0.00111	0
ENSG00000138119	346	1.97	0.198	9.96	2.19e-23	5.39e-21	0
ENSG00000167766	813	0.39	0.128	3.05	0.00227	0.0209	0
ENSG00000151748	1520	-0.202	0.116	-1.74	0.0818	0.27	0
ENSG00000109814	3210	-0.167	0.119	-1.4	0.162	0.409	0
ENSG00000132591	1170	-0.195	0.133	-1.47	0.141	0.378	0
ENSG00000164941	1950	-0.0518	0.115	-0.449	0.654	0.848	0
ENSG00000198542	1.44	0.327	1.96	0.167	0.867		1
ENSG00000130669	1860	-0.0902	0.122	-0.742	0.458	0.719	0
ENSG00000213424	30.6	0.894	0.47	1.9	0.0573	0.216	0
ENSG00000273320	5.42	0.259	1.03	0.252	0.801		0
ENSG00000111728	12.3	0.609	0.704	0.865	0.387	0.662	0
ENSG00000205038	2.61	-0.29	1.45	-0.2	0.842		0
ENSG00000261326	402	0.67	0.453	1.48	0.139	0.375	0
ENSG00000105516	219	0.355	0.188	1.89	0.0592	0.22	0
ENSG00000273338	6.56	-0.647	0.99	-0.653	0.514		0
ENSG00000048392	1100	0.156	0.126	1.24	0.214	0.48	0
ENSG00000272858	6.84	0.428	0.956	0.447	0.655		0
ENSG00000168010	222	0.359	0.283	1.27	0.205	0.469	0
ENSG00000170633	1730	-0.249	0.124	-2.01	0.0449	0.184	0
ENSG00000142920	18.2	0.948	0.571	1.66	0.0966	0.301	0
ENSG00000184677	1860	-0.095	0.124	-0.769	0.442	0.706	0
ENSG00000138759	15600	-0.418	0.113	-3.7	0.000215	0.00318	0
ENSG00000071575	563	-0.244	0.161	-1.52	0.129	0.358	0
ENSG00000260805	5.66	0.0741	1.07	0.0696	0.945		0
ENSG00000289254	0.633	0.551	2.86	0.193	0.847		2
ENSG00000151364	264	0.0457	0.187	0.245	0.806	0.925	0
ENSG00000155875	5.66	0.631	1.07	0.588	0.557		0
ENSG00000272476	11.5	0.0562	0.731	0.0769	0.939	0.977	0
ENSG00000117122	1310	-0.165	0.138	-1.2	0.23	0.5	0
ENSG00000180992	658	-0.235	0.167	-1.41	0.16	0.406	0
ENSG00000197471	24.9	0.505	0.491	1.03	0.304	0.583	0
ENSG00000223764	122	1.92	0.349	5.5	3.9e-08	1.67e-06	0
ENSG00000158014	6.97	3.46	1.2	2.88	0.00399		1
ENSG00000144036	2980	0.0382	0.111	0.343	0.731	0.887	0
ENSG00000257711	6.28	0.634	1.04	0.607	0.544		0
ENSG00000170631	416	-0.0209	0.16	-0.13	0.896	0.96	0
ENSG00000076864	390	0.117	0.171	0.682	0.495	0.744	0
ENSG00000115594	21.5	0.44	0.529	0.832	0.405	0.678	0
ENSG00000185432	20.4	-3.38	0.745	-4.53	5.78e-06	0.000141	0
ENSG00000198689	602	-0.159	0.134	-1.19	0.235	0.505	0
ENSG00000288991	5.57	1.81	1.1	1.64	0.101		0
ENSG00000289284	1.41	-1.84	2.12	-0.87	0.385		2
ENSG00000177054	622	0.00662	0.135	0.0489	0.961	0.986	0
ENSG00000108187	77.8	-0.364	0.304	-1.2	0.231	0.501	0
ENSG00000287591	1.29	-1.5	2.28	-0.657	0.511		2
ENSG00000126070	1570	0.397	0.121	3.29	0.00101	0.0111	0
ENSG00000286884	0.957	1.15	2.45	0.47	0.638		2
ENSG00000165816	155	0.373	0.223	1.68	0.0935	0.295	0
ENSG00000077549	3380	-0.0534	0.102	-0.524	0.6	0.814	0
ENSG00000258876	2.74	0.332	1.4	0.237	0.813		0
ENSG00000143157	2230	0.0614	0.11	0.558	0.577	0.802	0
ENSG00000287671	3.37	-0.824	1.36	-0.605	0.545		0
ENSG00000111328	3130	-0.293	0.114	-2.58	0.00992	0.0633	0
ENSG00000089169	27.4	0.781	0.464	1.68	0.0921	0.292	0
ENSG00000227740	2.83	0.15	1.41	0.106	0.915		0
ENSG00000251660	1.12	-2.33	2.45	-0.954	0.34		2
ENSG00000177628	364	-0.087	0.156	-0.559	0.576	0.801	0
ENSG00000136536	6200	0.00401	0.107	0.0375	0.97	0.989	0
ENSG00000185875	509	0.391	0.14	2.79	0.0052	0.0394	0
ENSG00000290557	13.3	0.754	0.926	0.814	0.416	0.687	1
ENSG00000289559	20.3	0.0715	0.57	0.126	0.9	0.962	0
ENSG00000272506	3.52	0.788	1.41	0.561	0.575		0
ENSG00000285918	2.48	0.222	1.86	0.119	0.905		2
ENSG00000162458	743	-0.261	0.133	-1.97	0.0494	0.197	0
ENSG00000259713	6.83	-0.959	0.979	-0.98	0.327		0
ENSG00000223834	5.43	0.28	0.979	0.286	0.775		0
ENSG00000117450	11100	-0.109	0.117	-0.929	0.353	0.63	0
ENSG00000245498	103	0.339	0.302	1.12	0.261	0.537	0
ENSG00000135637	242	-0.0401	0.197	-0.203	0.839	0.939	0
ENSG00000227533	91.9	0.168	0.286	0.589	0.556	0.787	0
ENSG00000076356	181	1.75	0.243	7.17	7.43e-13	7.1e-11	0
ENSG00000171044	341	-0.0351	0.157	-0.223	0.823	0.932	0
ENSG00000266803	5.03	0.712	1.09	0.654	0.513		0
ENSG00000164898	66.7	0.0612	0.323	0.189	0.85	0.943	0
ENSG00000076944	789	0.00112	0.142	0.00791	0.994	0.997	0
ENSG00000215421	852	-0.116	0.132	-0.876	0.381	0.656	0
ENSG00000121207	5090	-0.429	0.143	-3	0.00273	0.0239	0
ENSG00000140464	672	0.0325	0.143	0.227	0.82	0.93	0
ENSG00000117899	2070	-0.0281	0.126	-0.223	0.823	0.932	0
ENSG00000216937	59.4	0.895	0.332	2.7	0.00694	0.0489	0
ENSG00000167195	6.91	0.216	1.01	0.214	0.83		0
ENSG00000258302	1.33	2.18	2.23	0.977	0.329		2
ENSG00000229728	3.56	1.84	1.43	1.28	0.199		1
ENSG00000257002	9.84	-0.628	0.775	-0.811	0.418	0.688	0
ENSG00000198400	1.14	1.45	2.35	0.616	0.538		2
ENSG00000134376	2.78	1.41	1.41	1	0.318		0
ENSG00000266290	3.89	0.401	1.17	0.342	0.732		0
ENSG00000254837	94.3	0.76	0.263	2.88	0.00393	0.0318	0
ENSG00000101638	27.1	0.0748	0.45	0.166	0.868	0.951	0
ENSG00000290851	133	1.25	0.245	5.12	3.04e-07	1.04e-05	0
ENSG00000261175	2.18	-1.01	1.64	-0.615	0.538		0
ENSG00000108039	722	-0.0311	0.145	-0.214	0.83	0.935	0
ENSG00000166478	1320	-0.215	0.124	-1.74	0.0823	0.272	0
ENSG00000266904	49.1	0.532	0.388	1.37	0.17	0.419	0
ENSG00000272432	1.67	0.813	1.98	0.411	0.681		2
ENSG00000249222	7.84	-0.482	0.986	-0.489	0.625	0.83	0
ENSG00000154975	26.4	-0.0883	0.475	-0.186	0.852	0.944	0
ENSG00000181744	689	-0.256	0.139	-1.84	0.066	0.236	0
ENSG00000166225	2320	0.397	0.107	3.72	0.000197	0.00296	0
ENSG00000166801	1260	-0.145	0.115	-1.27	0.206	0.469	0
ENSG00000020922	2420	-0.0476	0.107	-0.445	0.656	0.85	0
ENSG00000166863	177	0.11	0.208	0.529	0.597	0.812	0
ENSG00000276523	1.58	-0.121	2.11	-0.0571	0.954		2
ENSG00000267673	211	-0.202	0.201	-1.01	0.314	0.594	0
ENSG00000228049	63.4	0.0465	0.382	0.122	0.903	0.962	0
ENSG00000233421	33.9	0.314	0.432	0.727	0.467	0.725	0
ENSG00000224174	0.973	1.81	2.46	0.734	0.463		2
ENSG00000160785	1400	-0.641	0.129	-4.95	7.25e-07	2.25e-05	0
ENSG00000120868	965	0.0358	0.123	0.292	0.77	0.905	0
ENSG00000105088	1700	-0.215	0.131	-1.64	0.1	0.308	0
ENSG00000271474	1.4	0.167	2.23	0.0751	0.94		2
ENSG00000223802	209	0.0211	0.184	0.114	0.909	0.965	0
ENSG00000290727	3.44	0.283	1.25	0.226	0.821		0
ENSG00000289126	14.7	0.703	0.625	1.12	0.261	0.537	0
ENSG00000158286	64.7	1.14	0.388	2.93	0.0034	0.0284	0
ENSG00000198081	792	-0.105	0.142	-0.741	0.458	0.719	0
ENSG00000102901	801	0.0391	0.152	0.257	0.797	0.92	0
ENSG00000289412	26	0.0732	0.53	0.138	0.89	0.958	0
ENSG00000205269	451	0.275	0.155	1.77	0.0763	0.259	0
ENSG00000197785	1420	-0.48	0.114	-4.2	2.71e-05	0.000541	0
ENSG00000221947	19.6	1.14	0.539	2.11	0.0346	0.154	0
ENSG00000117600	14.5	0.0131	0.632	0.0207	0.984	0.994	0
ENSG00000179172	4.48	-2.09	1.48	-1.41	0.158		1
ENSG00000108094	2340	-0.186	0.106	-1.75	0.0809	0.269	0
ENSG00000225206	1.45	-1.69	2.22	-0.761	0.446		2
ENSG00000229372	2.71	-0.255	1.42	-0.18	0.857		0
ENSG00000170348	4740	-0.0441	0.109	-0.404	0.686	0.865	0
ENSG00000157191	453	0.258	0.147	1.76	0.0789	0.265	0
ENSG00000132031	63.7	-0.0616	0.33	-0.187	0.852	0.944	0
ENSG00000116199	1620	0.0597	0.113	0.528	0.597	0.812	0
ENSG00000146828	485	-0.209	0.156	-1.34	0.182	0.436	0
ENSG00000265992	21500	-0.367	0.113	-3.26	0.00112	0.0121	0
ENSG00000177000	510	0.0834	0.142	0.588	0.557	0.787	0
ENSG00000231607	323	0.0156	0.187	0.0834	0.934	0.976	0
ENSG00000050628	15.6	0.382	0.606	0.63	0.528	0.769	0
ENSG00000187608	251	0.0982	0.191	0.513	0.608	0.819	0
ENSG00000276077	263	-1.13	0.582	-1.94	0.0521	0.204	0
ENSG00000267470	33.6	0.62	0.564	1.1	0.272	0.548	0
ENSG00000144746	858	0.308	0.125	2.46	0.0137	0.0802	0
ENSG00000092621	10700	0.129	0.108	1.2	0.231	0.5	0
ENSG00000163492	162	-0.686	0.297	-2.31	0.0208	0.109	0
ENSG00000226889	4.89	-0.262	1.08	-0.244	0.807		0
ENSG00000112667	382	0.22	0.192	1.15	0.251	0.525	0
ENSG00000185519	5.55	1.46	1.04	1.4	0.162		0
ENSG00000134215	258	-0.591	0.182	-3.25	0.00114	0.0122	0
ENSG00000196597	492	-0.0976	0.173	-0.566	0.571	0.798	0
ENSG00000178531	114	-0.213	0.246	-0.867	0.386	0.661	0
ENSG00000186416	626	0.347	0.131	2.65	0.00813	0.0551	0
ENSG00000130479	1390	-0.109	0.119	-0.914	0.361	0.638	0
ENSG00000230937	884	0.918	0.174	5.29	1.24e-07	4.64e-06	0
ENSG00000122026	19100	0.0549	0.156	0.353	0.724	0.884	0
ENSG00000099821	1260	-0.361	0.116	-3.12	0.0018	0.0175	0
ENSG00000287009	16.4	-0.221	0.597	-0.37	0.712	0.877	0
ENSG00000287978	5.11	0.0537	1.05	0.0509	0.959		0
ENSG00000122986	176	0.405	0.212	1.92	0.0553	0.211	0
ENSG00000270115	5.07	-0.327	1.2	-0.273	0.785		0
ENSG00000088832	3160	-0.186	0.11	-1.7	0.089	0.286	0
ENSG00000198105	510	0.341	0.147	2.32	0.0201	0.107	0
ENSG00000275719	10.4	-0.432	0.749	-0.577	0.564	0.793	0
ENSG00000175854	420	0.0797	0.205	0.389	0.698	0.87	0
ENSG00000175348	190	-0.127	0.191	-0.663	0.507	0.753	0
ENSG00000143337	1450	-0.0578	0.131	-0.442	0.658	0.851	0
ENSG00000065526	7280	0.0716	0.102	0.703	0.482	0.735	0
ENSG00000287477	4.57	-0.677	1.07	-0.63	0.529		0
ENSG00000233954	481	-0.25	0.174	-1.44	0.15	0.392	0
ENSG00000090530	473	-0.2	0.15	-1.33	0.182	0.436	0
ENSG00000162775	2540	0.0199	0.112	0.177	0.859	0.947	0
ENSG00000286071	2.25	0.808	1.6	0.504	0.614		1
ENSG00000238142	172	0.112	0.201	0.555	0.579	0.803	0
ENSG00000116786	1360	0.0208	0.114	0.183	0.855	0.946	0
ENSG00000006432	1690	-0.201	0.111	-1.81	0.0697	0.244	0
ENSG00000218510	390	0.188	0.162	1.16	0.246	0.518	0
ENSG00000149084	1990	-0.0252	0.127	-0.199	0.842	0.939	0
ENSG00000137877	52.1	0.575	0.413	1.39	0.163	0.41	0
ENSG00000239445	44.2	-0.0524	0.374	-0.14	0.888	0.958	0
ENSG00000101751	1760	0.315	0.137	2.29	0.0219	0.113	0
ENSG00000125144	174	3.75	0.384	9.76	1.69e-22	3.89e-20	0
ENSG00000180139	2.22	-2.37	1.82	-1.3	0.193		2
ENSG00000116521	760	0.0844	0.169	0.499	0.618	0.825	0
ENSG00000112494	2.05	0.85	1.74	0.488	0.626		1
ENSG00000176593	535	-0.0632	0.214	-0.295	0.768	0.904	0
ENSG00000188897	29.1	-0.215	0.512	-0.421	0.674	0.859	0
ENSG00000138798	45.7	0.389	0.36	1.08	0.281	0.558	0
ENSG00000152092	425	0.545	0.186	2.93	0.00338	0.0283	0
ENSG00000137672	88.8	0.958	0.292	3.28	0.00103	0.0113	0
ENSG00000229727	2.8	2.01	1.51	1.33	0.184		1
ENSG00000134824	4130	-0.219	0.123	-1.79	0.074	0.254	0
ENSG00000125611	178	0.00843	0.221	0.0381	0.97	0.989	0
ENSG00000143107	2.59	1.82	1.73	1.05	0.292		2
ENSG00000246214	1.91	0.258	1.7	0.152	0.879		1
ENSG00000159128	560	0.069	0.14	0.491	0.623	0.829	0
ENSG00000133315	151	0.658	0.217	3.03	0.00241	0.0217	0
ENSG00000269190	343	-0.0513	0.161	-0.318	0.751	0.896	0
ENSG00000224660	76	0.757	0.315	2.4	0.0164	0.0919	0
ENSG00000250371	11.1	0.808	0.808	1	0.318	0.598	0
ENSG00000233384	2.03	-0.631	1.65	-0.381	0.703		1
ENSG00000133112	58600	-0.16	0.107	-1.49	0.136	0.371	0
ENSG00000188290	34.9	0.593	0.431	1.38	0.169	0.417	0
ENSG00000227507	2.29	1.5	1.68	0.892	0.372		1
