gene_ID	DLX4_PTC_baseMean	DLX4_PTC_log2FoldChange	DLX4_PTC_lfcSE	DLX4_PTC_stat	DLX4_PTC_pvalue	DLX4_PTC_padj	DLX4_PTC_n_zeros
ENSG00000158423	4.91	0.909	0.792	1.15	0.251	1	0
ENSG00000235262	2.78	-1.15	1.06	-1.09	0.275		0
ENSG00000126012	2580	0.0343	0.0824	0.417	0.677	1	0
ENSG00000232593	510	-0.157	0.113	-1.39	0.164	1	0
ENSG00000184205	1150	-0.0734	0.153	-0.481	0.631	1	0
ENSG00000179222	12900	0.0559	0.0662	0.845	0.398	1	0
ENSG00000189369	255	0.0955	0.154	0.618	0.536	1	0
ENSG00000223591	1.32	-1.28	1.77	-0.724	0.469		2
ENSG00000283093	1.5	0.336	1.5	0.224	0.823		1
ENSG00000224109	10.2	0.771	0.565	1.37	0.172	1	0
ENSG00000226530	6.6	-1.59	0.695	-2.28	0.0226	1	0
ENSG00000230317	1.25	-0.916	1.9	-0.483	0.629		3
ENSG00000158352	166	0.142	0.169	0.84	0.401	1	0
ENSG00000274588	20.5	-0.259	0.376	-0.689	0.491	1	0
ENSG00000270012	26.6	0.0615	0.423	0.146	0.884	1	0
ENSG00000286181	1.87	-1.25	1.39	-0.9	0.368		1
ENSG00000012211	140	0.0907	0.177	0.513	0.608	1	0
ENSG00000269313	48.4	0.309	0.281	1.1	0.272	1	0
ENSG00000243279	44.5	-0.0408	0.269	-0.152	0.879	1	0
ENSG00000068400	475	-0.065	0.135	-0.482	0.63	1	0
ENSG00000102100	394	0.0615	0.109	0.564	0.573	1	0
ENSG00000094631	479	0.175	0.116	1.51	0.13	1	0
ENSG00000015285	0.912	0.691	2.07	0.334	0.739		3
ENSG00000102317	2390	0.0399	0.106	0.377	0.706	1	0
ENSG00000147155	591	-0.026	0.113	-0.231	0.817	1	0
ENSG00000102312	11.5	0.385	0.508	0.759	0.448	1	0
ENSG00000287757	1.15	-1.94	1.84	-1.05	0.294		3
ENSG00000197779	251	-0.188	0.184	-1.02	0.306	1	0
ENSG00000267064	11.5	-0.235	0.531	-0.443	0.658	1	0
ENSG00000126756	362	0.0825	0.132	0.626	0.531	1	0
ENSG00000078061	797	0.0295	0.0846	0.349	0.727	1	0
ENSG00000289890	0.823	0.831	2.32	0.358	0.721		3
ENSG00000196741	7.58	0.127	0.684	0.186	0.853	1	0
ENSG00000147124	124	-0.233	0.216	-1.08	0.281	1	0
ENSG00000102226	854	0.0347	0.0751	0.461	0.645	1	0
ENSG00000147123	980	0.0307	0.0949	0.324	0.746	1	0
ENSG00000130988	5.48	1.2	0.946	1.27	0.206	1	1
ENSG00000102221	1190	-0.0102	0.07	-0.146	0.884	1	0
ENSG00000204904	2.01	0.743	1.25	0.592	0.554		1
ENSG00000065923	941	-0.053	0.0748	-0.708	0.479	1	0
ENSG00000251192	81.3	-0.204	0.21	-0.969	0.332	1	0
ENSG00000236751	0.66	-0.599	2.14	-0.28	0.779		2
ENSG00000270069	109	-0.0736	0.28	-0.263	0.792	1	0
ENSG00000224294	3.03	-0.883	1.08	-0.818	0.413		0
ENSG00000287223	0.482	-0.107	2.56	-0.0418	0.967		3
ENSG00000188937	2.24	1.48	1.2	1.24	0.217		1
ENSG00000126950	2.02	-1.62	1.48	-1.1	0.271		1
ENSG00000223486	1.62	-0.231	1.28	-0.181	0.856		1
ENSG00000289127	0.607	-2.26	2.62	-0.862	0.389		3
ENSG00000156313	106	0.124	0.176	0.702	0.483	1	0
ENSG00000165168	2.4	-0.127	1.56	-0.0817	0.935		2
ENSG00000147036	5.74	-0.134	0.747	-0.179	0.858	1	0
ENSG00000130962	781	0.139	0.0837	1.66	0.0966	1	0
ENSG00000174016	1.62	0.34	1.53	0.222	0.824		1
ENSG00000165164	5.86	-0.522	0.755	-0.691	0.49	1	0
ENSG00000189023	3.36	1.2	1.1	1.09	0.274		0
ENSG00000198947	495	-0.0869	0.161	-0.538	0.59	1	0
ENSG00000198814	17.8	0.573	0.464	1.24	0.216	1	0
ENSG00000169297	4.05	0.871	0.914	0.953	0.341	1	1
ENSG00000004848	1.27	-0.0288	1.89	-0.0152	0.988		3
ENSG00000101868	680	-0.0584	0.101	-0.577	0.564	1	0
ENSG00000289472	13.8	-0.155	0.514	-0.301	0.763	1	0
ENSG00000174010	566	0.162	0.169	0.961	0.337	1	0
ENSG00000184831	131	0.521	0.202	2.58	0.0099	0.96	0
ENSG00000123130	304	-0.000103	0.132	-0.000784	0.999	1	0
ENSG00000123131	2220	0.0824	0.106	0.777	0.437	1	0
ENSG00000165186	362	-0.183	0.207	-0.883	0.377	1	0
ENSG00000233067	0.497	-0.902	2.36	-0.382	0.702		3
ENSG00000102174	9.96	-0.000211	0.546	-0.000387	1	1	0
ENSG00000149970	44.7	-0.283	0.279	-1.01	0.311	1	0
ENSG00000184368	204	-0.0381	0.137	-0.277	0.782	1	0
ENSG00000147010	3240	0.00616	0.0625	0.0985	0.922	1	0
ENSG00000180815	31.8	0.297	0.326	0.913	0.361	1	0
ENSG00000173698	91.3	0.35	0.224	1.56	0.119	1	0
ENSG00000044446	745	0.0639	0.09	0.71	0.478	1	0
ENSG00000237836	2.52	-0.669	1.09	-0.612	0.541		0
ENSG00000086717	3.7	-1.79	1.02	-1.76	0.0781		0
ENSG00000008086	2860	-0.198	0.111	-1.78	0.0753	1	0
ENSG00000102098	150	-0.073	0.216	-0.339	0.735	1	0
ENSG00000225882	1.32	-0.0026	1.64	-0.00158	0.999		2
ENSG00000047634	77.9	-0.119	0.259	-0.461	0.645	1	0
ENSG00000235834	9.59	-0.444	0.572	-0.776	0.438	1	0
ENSG00000169891	27.7	0.333	0.317	1.05	0.294	1	0
ENSG00000238178	1.38	-0.797	1.69	-0.472	0.637		2
ENSG00000126010	3.17	0.824	1.03	0.801	0.423		1
ENSG00000182287	104	-0.121	0.269	-0.448	0.654	1	0
ENSG00000147003	5.8	0.158	0.811	0.195	0.845	1	0
ENSG00000130234	202	0.0812	0.184	0.44	0.66	1	0
ENSG00000087842	128	0.27	0.166	1.62	0.105	1	0
ENSG00000046647	93.8	0.107	0.193	0.555	0.579	1	0
ENSG00000289449	8.22	-0.73	0.616	-1.19	0.236	1	0
ENSG00000123595	1590	-0.0444	0.131	-0.338	0.736	1	0
ENSG00000176896	61	0.467	0.236	1.98	0.0479	1	0
ENSG00000101916	1.14	2.41	1.76	1.37	0.171		3
ENSG00000196664	239	-0.262	0.126	-2.08	0.0372	1	0
ENSG00000101911	602	-0.0636	0.12	-0.529	0.597	1	0
ENSG00000047648	132	-0.329	0.161	-2.05	0.0408	1	0
ENSG00000101871	2430	-0.0716	0.157	-0.455	0.649	1	0
ENSG00000101850	18.6	-0.0631	0.385	-0.164	0.87	1	0
ENSG00000101849	2410	0.1	0.0616	1.63	0.104	1	0
ENSG00000287171	0.39	1.72	3.08	0.558	0.577		5
ENSG00000101846	11600	-0.0805	0.0869	-0.927	0.354	1	0
ENSG00000006756	280	0.0632	0.118	0.536	0.592	1	0
ENSG00000169084	236	-0.122	0.132	-0.926	0.354	1	0
ENSG00000197976	2550	-0.018	0.173	-0.104	0.917	1	0
ENSG00000182378	4930	-0.0828	0.179	-0.462	0.644	1	0
ENSG00000198695	3440	-0.184	0.177	-1.04	0.3	1	0
ENSG00000198938	135000	-0.0698	0.0633	-1.1	0.27	1	0
ENSG00000228253	15100	-0.212	0.128	-1.65	0.0985	1	0
ENSG00000198804	274000	-0.00805	0.0736	-0.109	0.913	1	0
ENSG00000198763	50000	-0.253	0.0952	-2.66	0.00792	0.886	0
ENSG00000290585	21.3	-0.293	1.69	-0.173	0.863	1	1
ENSG00000290588	5.11	1.02	0.762	1.34	0.179	1	0
ENSG00000148408	3.92	0.47	0.885	0.531	0.596	1	0
ENSG00000165724	447	-0.0574	0.0932	-0.615	0.538	1	0
ENSG00000148399	360	0.0976	0.111	0.877	0.381	1	0
ENSG00000165802	239	-0.104	0.138	-0.757	0.449	1	0
ENSG00000188833	6.21	0.539	0.715	0.754	0.451	1	0
ENSG00000187609	60.1	-0.174	0.219	-0.792	0.428	1	0
ENSG00000188986	710	0.0852	0.0854	0.997	0.319	1	0
ENSG00000188163	0.831	0.983	1.77	0.554	0.579		1
ENSG00000050030	7.18	-0.1	0.799	-0.126	0.9	1	0
ENSG00000212864	49.6	0.177	0.32	0.553	0.58	1	0
ENSG00000188566	527	-0.129	0.0956	-1.35	0.176	1	0
ENSG00000187713	285	0.047	0.109	0.431	0.666	1	0
ENSG00000177239	1260	0.0152	0.0774	0.196	0.845	1	0
ENSG00000197355	126	0.124	0.297	0.418	0.676	1	0
ENSG00000231864	0.643	3.09	2.6	1.19	0.234		4
ENSG00000186193	349	-0.0387	0.106	-0.366	0.715	1	0
ENSG00000180539	1.14	-0.0631	1.52	-0.0416	0.967		1
ENSG00000214402	23.9	0.209	0.434	0.48	0.631	1	0
ENSG00000198454	1.18	0.667	1.53	0.436	0.662		2
ENSG00000184925	3.27	-0.918	0.968	-0.949	0.343		0
ENSG00000127191	340	0.183	0.113	1.62	0.106	1	0
ENSG00000177943	53.9	0.116	0.29	0.399	0.69	1	0
ENSG00000232434	27	0.11	0.377	0.292	0.77	1	0
ENSG00000196642	2270	0.0861	0.114	0.758	0.449	1	0
ENSG00000244187	294	0.191	0.242	0.789	0.43	1	0
ENSG00000177984	0.665	1.43	2.21	0.649	0.517		3
ENSG00000165716	190	0.251	0.165	1.52	0.128	1	0
ENSG00000279141	1.2	0.543	1.64	0.331	0.741		2
ENSG00000148400	4690	0.0936	0.205	0.457	0.648	1	0
ENSG00000196366	6.89	-0.199	0.619	-0.321	0.748	1	0
ENSG00000148396	6190	0.0516	0.102	0.506	0.613	1	0
ENSG00000148384	317	0.119	0.133	0.897	0.37	1	0
ENSG00000187796	37.5	-0.365	0.354	-1.03	0.302	1	0
ENSG00000262075	2.27	1.91	1.3	1.47	0.142		1
ENSG00000260220	8.79	0.472	0.645	0.732	0.464	1	0
ENSG00000165661	394	-0.117	0.141	-0.83	0.406	1	0
ENSG00000238227	556	0.0659	0.0905	0.728	0.466	1	0
ENSG00000107147	8.33	0.413	0.645	0.641	0.522	1	0
ENSG00000165643	1.69	0.355	1.19	0.299	0.765		0
ENSG00000122140	628	0.102	0.0983	1.04	0.298	1	0
ENSG00000228877	1.05	-1.01	1.75	-0.58	0.562		2
ENSG00000223795	0.762	0.893	2.14	0.417	0.676		3
ENSG00000196363	1000	-0.0137	0.0788	-0.174	0.862	1	0
ENSG00000160293	819	0.0753	0.0889	0.847	0.397	1	0
ENSG00000123453	9.41	0.537	0.538	0.997	0.319	1	0
ENSG00000225756	3.49	0.224	1.02	0.218	0.827		0
ENSG00000123454	0.825	-2.45	2.04	-1.2	0.229		2
ENSG00000197859	7.71	0.376	0.59	0.637	0.524	1	0
ENSG00000148300	518	-0.096	0.0948	-1.01	0.311	1	0
ENSG00000198870	2.11	0.992	1.27	0.781	0.435		1
ENSG00000148248	9090	0.0224	0.127	0.176	0.86	1	0
ENSG00000148362	745	0.106	0.162	0.65	0.515	1	0
ENSG00000175164	0.83	1.44	1.84	0.785	0.433		2
ENSG00000290769	5.48	0.581	0.812	0.716	0.474	1	0
ENSG00000288989	2.26	0.249	1.24	0.2	0.841		1
ENSG00000165702	0.471	0	2.95	0	1		6
ENSG00000165695	1.48	0.971	1.25	0.779	0.436		0
ENSG00000125485	343	0.0453	0.114	0.396	0.692	1	0
ENSG00000107290	1930	-0.0121	0.0943	-0.129	0.898	1	0
ENSG00000196358	1.37	-0.253	1.36	-0.186	0.852		1
ENSG00000230289	2.79	-0.861	1.16	-0.743	0.457		0
ENSG00000160539	9.1	-0.611	0.613	-0.997	0.319	1	0
ENSG00000126882	153	0.232	0.161	1.44	0.149	1	0
ENSG00000126883	2360	-0.0587	0.0743	-0.79	0.429	1	0
ENSG00000050555	5.17	-0.0452	0.748	-0.0605	0.952	1	0
ENSG00000130720	829	0.304	0.233	1.31	0.192	1	0
ENSG00000188710	2.28	0.416	1.26	0.331	0.741		1
ENSG00000130707	819	0.253	0.151	1.68	0.0938	1	0
ENSG00000107130	367	-0.0175	0.144	-0.122	0.903	1	0
ENSG00000289226	17.8	0.483	0.5	0.964	0.335	1	0
ENSG00000136878	566	0.0686	0.116	0.593	0.553	1	0
ENSG00000148335	355	0.239	0.132	1.81	0.0706	1	0
ENSG00000261334	3.69	0.544	1.01	0.54	0.589		0
ENSG00000204054	347	0.567	0.403	1.41	0.16	1	0
ENSG00000233901	4.91	0.127	0.807	0.158	0.875	1	0
ENSG00000179082	3.29	-1.05	0.934	-1.13	0.261		0
ENSG00000119383	2370	-0.0035	0.0761	-0.046	0.963	1	0
ENSG00000167130	554	-0.0517	0.112	-0.462	0.644	1	0
ENSG00000148343	490	-0.0455	0.124	-0.366	0.715	1	0
ENSG00000267834	6.32	-0.685	0.719	-0.952	0.341	1	0
ENSG00000136802	777	0.0434	0.08	0.542	0.588	1	0
ENSG00000167136	97.7	-0.0826	0.176	-0.469	0.639	1	0
ENSG00000107021	407	0.018	0.0994	0.181	0.856	1	0
ENSG00000160445	639	-0.00614	0.102	-0.06	0.952	1	0
ENSG00000223478	53.9	0.0223	0.22	0.101	0.919	1	0
ENSG00000160446	279	0.104	0.124	0.836	0.403	1	0
ENSG00000160447	291	-0.056	0.108	-0.517	0.605	1	0
ENSG00000234705	1.95	0.33	1.4	0.235	0.814		2
ENSG00000197694	5350	0.00796	0.144	0.0551	0.956	1	0
ENSG00000119392	964	0.0187	0.0754	0.248	0.804	1	0
ENSG00000136811	853	0.0687	0.0918	0.749	0.454	1	0
ENSG00000273186	6.52	0.644	0.711	0.907	0.365	1	0
ENSG00000167118	445	0.107	0.0941	1.13	0.257	1	0
ENSG00000167114	637	-0.0176	0.0933	-0.189	0.85	1	0
ENSG00000167113	190	-0.0914	0.161	-0.567	0.571	1	0
ENSG00000272696	8.92	0.447	0.575	0.777	0.437	1	0
ENSG00000167112	465	0.0606	0.106	0.571	0.568	1	0
ENSG00000106976	9.34	0.00907	0.565	0.016	0.987	1	0
ENSG00000148337	1260	-0.0401	0.0675	-0.594	0.552	1	0
ENSG00000171159	168	0.00165	0.153	0.0108	0.991	1	0
ENSG00000232850	1.58	-0.667	1.64	-0.407	0.684		2
ENSG00000234771	94.6	-0.0158	0.203	-0.0779	0.938	1	0
ENSG00000171169	111	-0.137	0.178	-0.769	0.442	1	0
ENSG00000227218	1.36	0.348	1.58	0.22	0.826		3
